source	heading	target
12-canvas2d-and-images.md	Release canvases explicitly when a chart or panel is destroyed	-> gpu-canvas-and-frames.md (CNV-24); LIFE-01 and LIFE-15 point to it
17-collections-batch-02.md	Check quota and ask for persistence; do not trust the old "hundreds of MB" figure	LIFE-09 (verify/17 corrected: IndexedDB, Cache Storage and OPFS share the quota)
17-collections-batch-02.md	Give every runtime cache an explicit size and age limit	-> js-live-data-and-network.md (DATA-15) (service worker caches)
17-collections-batch-01.md	Ask for persistent storage for offline-critical data, and check quota before large writes	LIFE-09 (verify/17 corrected: localStorage has its own limit)
17-collections-batch-01.md	Avoid no-store on HTML unless the page is truly sensitive, because it limits bfcache	LIFE-07 (Avoid; verify/17 corrected: WebSocket use on a no-store page is a sticky blocker); header policy -> html-loading.md
verify/17-collections-batch-01-group.verify.md	Missing but important 3. Reconnect WebSockets after a bfcache restore	LIFE-07
verify/17-collections-batch-01-group.verify.md	Missing but important 4. Clear-Site-Data on sign-out	dropped: privacy and security, not performance
verify/17-collections-batch-01-group.verify.md	Missing but important 9. Storage Buckets API (Chromium-only)	dropped: experimental Chromium extra with little effect on app speed
09-v8-consolidated.md	Give every listener, timer and subscription a teardown, and drop references to big data when a view closes	LIFE-01, LIFE-03
09-v8-consolidated.md	Create long-lived callbacks in small scopes that do not also hold large data	LIFE-16
09-v8-consolidated.md	Use `WeakRef` and `FinalizationRegistry` only as a safety net, never for required cleanup or program logic; call `deref()` once per task	LIFE-05
09-v8-consolidated.md	Attach side data to objects through a `Map`/`WeakMap` keyed by the object, never through expando ids or properties	LIFE-05 (WeakMap part); shape part -> v8-hot-code.md
09-v8-consolidated.md	Find leaks with heap-snapshot retaining paths, and name your callbacks	LIFE-10; snapshot steps -> measure.md
09-v8-consolidated.md	Release every JS-to-Wasm-object link explicitly (`delete()`), because the GC cannot see through linear memory	LIFE-01; library specifics -> scichart.md
09-v8-consolidated.md	Measure Wasm memory with Wasm-side counters, because heap snapshots show linear memory as one opaque buffer	LIFE-10 (Avoid)
09-v8-consolidated.md	Update large data sets incrementally instead of rebuilding them	-> js-live-data-and-network.md (DATA-07)
09-v8-consolidated.md	Estimate Chrome object memory with 4-byte slots, and measure it in Chrome, not Node	-> v8-hot-code.md (V8-04)
14-devtools-mcp-and-webmcp.md	Find leaks with a baseline / repeat x10 / revert snapshot sequence	-> measure.md (#mem); LIFE-10 points to it (late check: corrected; no rule change needed)
15-gaps-round-1.md	Treat `unload` as gone in Chrome 154+ and still a bfcache blocker in Firefox	LIFE-07
15-gaps-round-1.md	Svelte 5: derive with `$derived`, reserve `$effect` for escape hatches, bind chart engines with `{@attach}`	LIFE-11
15-gaps-round-2.md	Prove a leak fix by slope: repeat N times with a forced GC, fit a line, and fail above a growth threshold	LIFE-10 (late check: corrected; LIFE-10 Why fixed)
15-gaps-round-2.md	Ship every chart with an error path, a teardown path and a test fixture at production scale	LIFE-04 (teardown test); error path and fixture -> review.md
16-explore-fast-batch-01.md	Send beacons when the page becomes hidden (`visibilitychange` → `hidden`), never in `unload` or `beforeunload`	LIFE-07
16-explore-fast-batch-02.md	Keep pages eligible for bfcache: no `unload`, and close live connections on `pagehide`	LIFE-07 (late check: corrected; no rule change needed)
16-explore-fast-batch-04.md	Queue metric reports and flush them in one beacon when the page becomes hidden	LIFE-07; the web-vitals batching -> measure.md (field data)
16-explore-fast-batch-04.md	Register each web-vitals listener once per document, not per component mount or route	LIFE-14 (late check: corrected; no rule change needed)
16-explore-fast-batch-04.md	Count bfcache restores, prerenders and discard-restores as their own navigation types in RUM	LIFE-17; segmenting -> measure.md (field data)
16-explore-fast-batch-05.md	Send fire-and-forget telemetry with sendBeacon or fetch keepalive on `visibilitychange`/`pagehide`, never on `unload`	LIFE-07 (late check: corrected; no rule change needed)
18-skills-survey-web.md	Microsoft VS Code: memory-leak-audit / a listener added in a method that runs many times gets a per-call disposable	LIFE-02 (unchecked)
18-skills-survey-web.md	Microsoft VS Code: memory-leak-audit / one-time lifecycle events with a once-only subscription	LIFE-03 (unchecked)
18-skills-survey-web.md	Microsoft VS Code: memory-leak-audit / in pools, cleanup belongs to each item	LIFE-04 (unchecked)
18-skills-survey-web.md	Microsoft VS Code: memory-leak-audit / tests must fail on leaked disposables	LIFE-04 (unchecked)
18-skills-survey-web.md	Microsoft VS Code: memory-leak-audit / force GC between N repetitions, fit a line, flag growth per operation	LIFE-10 (unchecked)
18-skills-survey-web.md	Rules to consider adding / 12. Listener ownership follows call frequency	LIFE-02 (unchecked)
18-skills-survey-web.md	Rules to consider adding / 13. Prove a leak fix by slope	LIFE-10 (unchecked)
18-skills-survey-web.md	Mapbox: mapbox-web-performance-patterns / call the engine's teardown when an SPA view unmounts	LIFE-01, LIFE-11 (unchecked)
18-skills-survey-web.md	Rules to consider adding / 6. One chart instance per mount	LIFE-11; library specifics -> scichart.md (unchecked)
18-skills-survey-github.md	Chrome DevTools team — memory-leak-debugging / repeat about 10 times; detached DOM may be an intentional cache	LIFE-10 (unchecked)
18-skills-survey-github.md	Svelte team — svelte-core-bestpractices / $state.raw for large replaced data; $derived over $effect; attachments for chart engines	LIFE-11 (unchecked)
18-skills-survey-github.md	Real-world project instructions — tldraw / every subsystem registers cleanup with the owner's disposer	LIFE-01 (unchecked)
18-skills-survey-github.md	Rules to consider adding / 5. Own the lifecycle: handle context/device loss and tear down in order	LIFE-03; context loss -> gpu-webgl-webgpu.md (unchecked)
18-skills-survey-github.md	Rules to consider adding / 6. Pause hidden work	LIFE-06; drawing -> gpu-canvas-and-frames.md (CNV-20) (unchecked)
18-skills-survey-github.md	Rules to consider adding / 10. Svelte 5: $state.raw for large replaced data; $derived over $effect; {@attach} to bind chart engines	LIFE-11 (unchecked)
18-skills-survey-github.md	Rules to consider adding / 11. Cleanup via AbortController; one shared global listener per event	LIFE-01; shared listener -> js-events-and-input.md (EVT-10) (unchecked)
07-js-web-apis.md	Share one connection and one cache across tabs with a SharedWorker	DATA-09 (extendedLifetime kept only as a support.md note)
07-js-web-apis.md	Elect one tab with Web Locks and fan results out with BroadcastChannel	DATA-09 (the fallback path; release locks on freeze -> LIFE-08)
07-js-web-apis.md	Keep the service worker off the critical path: no no-op fetch handlers, use static routes	DATA-15
07-js-web-apis.md	Enable navigation preload when navigations go to the network	DATA-15
07-js-web-apis.md	Do not fill Cache Storage with opaque responses; bound runtime caches	DATA-15 (Avoid; opaque padding per verify/17, not "roughly 7 MB each")
07-js-web-apis.md	Lower the fetch priority of background requests	DATA-13
07-js-web-apis.md	Cancel superseded work with AbortController, AbortSignal.timeout, and AbortSignal.any	DATA-12 (data requests keyed by range or panel); input intent -> js-events-and-input.md (EVT-12)
07-js-web-apis.md	Consume large or long responses as streams with backpressure	DATA-14
07-js-web-apis.md	Use CompressionStream / DecompressionStream instead of JS compression libraries	DATA-14 (format support -> support.md row compression-streams)
07-js-web-apis.md	Apply backpressure to real-time sockets; parse feeds off the main thread	DATA-04 (receive and send backpressure), DATA-03 (parse in a worker)
07-js-web-apis.md	Keep each postMessage payload small; send deltas, not whole state	DATA-03 (Avoid; batch per frame); home -> js-scheduling-and-workers.md (TASK-11); verify/07 note on unbounded worker buffers used in the DATA-03 example (flush when full)
07-js-web-apis.md	Transfer ArrayBuffers instead of copying them	DATA-03 (example uses a transfer list); home -> js-scheduling-and-workers.md (TASK-11)
07-js-web-apis.md	Stop render loops and polling while the page is hidden; resync on return	DATA-10 (feed side: hidden mode and resync); verify/07 corrected: intensive throttling after 1 minute for loaded pages (in LIFE-06)
07-js-web-apis.md	Adapt heavy features to device class, and treat "unknown" as mid-range	DATA-17 (verify/07 corrected: deviceMemory buckets changed; values kept in support.md row device-memory)
07-js-web-apis.md	Respect Save-Data and slow connections (Chromium signal)	DATA-18
07-js-web-apis.md	React to live CPU pressure with the Compute Pressure API	DATA-11 (an extra trigger, feature-detected)
verify/07-js-web-apis.verify.md	Missing but important 1. Chrome freezes hidden, CPU-heavy tabs on Energy Saver	DATA-10 (Avoid); home LIFE-06, LIFE-08
verify/07-js-web-apis.verify.md	Missing but important 2. Chrome disconnects WebSockets on bfcache entry	DATA-02 (Avoid), DATA-10 (Avoid); home LIFE-07
verify/07-js-web-apis.verify.md	Missing but important 4. Transfer an RTCDataChannel to a worker	dropped: a rare transport for web apps; the DATA-03 mechanism (decode off the main thread) covers it
06-js-event-loop-and-scheduling.md	Coalesce high-frequency inputs and data into one rAF per frame	DATA-06 (data side); input side -> js-events-and-input.md (EVT-03)
06-js-event-loop-and-scheduling.md	Reduce interaction overlap: cancel superseded work	DATA-12 (data requests); input side -> js-events-and-input.md (EVT-12)
06-js-event-loop-and-scheduling.md	On visibilitychange to hidden, stop rendering work and flush state; on visible, render once from the latest state	DATA-10 (feed delivery and resync); home -> js-lifecycle-and-memory.md (LIFE-06)
verify/06-js-event-loop-and-scheduling.verify.md	Missing but important 1. Chrome freezing on Energy Saver (Chrome 133+)	DATA-10 (Avoid); home LIFE-06, LIFE-08
10-gpu-webgl.md	Render on demand and coalesce data ticks into one frame	DATA-06 (tick buffering and one flush per frame); loop side -> gpu-canvas-and-frames.md (CNV-01, CNV-02)
13-scichart.md	Coalesce streaming ticks into one appendRange per animation frame	DATA-06 (general mechanism); library API -> scichart.md (SC-02)
13-scichart.md	Use fifoCapacity for rolling windows instead of removeRange + appendRange	DATA-05 (Do: keep only the pending batch when the library keeps a FIFO copy); library API -> scichart.md (SC-02)
13-scichart.md	Replace data with clear() + appendRange() on the same series	DATA-07 (replace only on a real data-source change); library API -> scichart.md (SC-04)
13-scichart.md	Pass Float64Array buffers and reuse them	DATA-05, DATA-03 (Float64Array columns and batches); library API -> scichart.md (SC-05)
13-scichart.md	Do not pre-downsample in the browser; aggregate on the server for long history	DATA-11 (Avoid: do not decimate what the library resamples); verify/13 corrected: the cited blog recommends downsampling before render for some cases; library rule -> scichart.md (SC-10, SC-11)
verify/13-scichart.verify.md	Missing but important 8. Keep raw epoch timestamps as float64 in the DataSeries	DATA-05 (Avoid: do not pre-offset times that a library stores as float64); library rule -> scichart.md
15-gaps-round-1.md	Receive binary market data as ArrayBuffer and decode it off the main thread	DATA-03 (binaryType spec text re-read in raw/gapfill-round-1/ws-spec.html)
15-gaps-round-1.md	Ask the server to conflate and batch; render the latest state, not every message	DATA-16, DATA-04
15-gaps-round-1.md	Detect dead connections with app-level heartbeats and reconnect with capped exponential backoff and full jitter	DATA-02 (ping and pong spec text re-read in raw/gapfill-round-1/ws-spec.html)
15-gaps-round-1.md	Choose the transport by direction and message shape: SSE for one-way text push, WebSocket for two-way or binary, WebTransport for unreliable datagrams	DATA-02 (SSE shared-worker and 15 s comment notes re-read in raw/gapfill-round-1/sse-spec.html)
15-gaps-round-1.md	Write a degradation policy for every streaming view, driven by measured frame time, and show when the view is degraded	DATA-11 (late check: corrected; DATA-11 example fixed)
15-gaps-round-1.md	Enable navigation preload only for navigations that your fetch handler sends to the network	DATA-15
15-gaps-round-1.md	Precache only the app shell; never precache responsive image sets, favicon sets or polyfills	DATA-21
15-gaps-round-1.md	Apply GPU decimation rules to custom renderers only; for SciChart, rely on its resampler and pre-aggregate only the series it does not resample	DATA-11 (Avoid); library rule -> scichart.md (SC-10)
15-gaps-round-1.md	SciChart: keep raw timestamps as float64 in the DataSeries, and do not pre-offset them for precision	DATA-05 (Avoid); library rule -> scichart.md (late check: unverified; SC-05 and DATA-05 wording weakened, date-axis unit added)
15-gaps-round-2.md	Do not trust DevTools network emulation for WebSocket latency; it throttles WebSocket bandwidth and the handshake, not the per-message round trip	DATA-02 (Avoid); test procedure -> measure.md
16-explore-fast-batch-01.md	Give background data fetches `priority: 'low'` so they do not compete with fetches that respond to user input	DATA-13
16-explore-fast-batch-01.md	Keep recurring timers light, and prefer self-rescheduling `setTimeout` to `setInterval` for periodic work	DATA-10 (no polling while hidden); home -> js-scheduling-and-workers.md (TASK-09)
16-explore-fast-batch-01.md	Debounce bursty input handlers and abort superseded network requests	DATA-12 (data side); input side -> js-events-and-input.md (EVT-12) (late check: corrected; no rule change needed)
16-explore-fast-batch-01.md	Consider a streaming service-worker architecture for multi-page apps	dropped: multi-page navigation streaming, not live data; html-loading.md owns navigation delivery
09-v8-consolidated.md	Update large data sets incrementally instead of rebuilding them	DATA-07
17-collections-batch-01.md	Choose one caching strategy per request class, by freshness need	DATA-15 (one strategy per request class; live and account data network-only)
17-collections-batch-01.md	Answer navigation requests from the service worker without waiting for the network	DATA-15 (cache-first for the versioned shell)
17-collections-batch-01.md	Enable navigation preload when navigations must go to the network, and always consume it	DATA-15
17-collections-batch-01.md	Declare static routes so the browser can skip service worker startup for requests the worker does not handle	DATA-15
17-collections-batch-01.md	Give the service worker cache a longer lifetime than HTTP max-age, and bypass the HTTP cache when the worker revalidates	dropped: low value for live-data apps; HTTP caching headers belong to html-loading.md (verify/17 corrected: a fresh HTTP-cache entry also loads offline)
17-collections-batch-01.md	Precache only the versioned app shell, from a build-generated manifest	DATA-21 (verify/17 corrected: string entries still work with a warning; pass a revision)
17-collections-batch-01.md	Register the service worker after the page has loaded	DATA-20
17-collections-batch-01.md	Keep install and activate handlers small; put only true dependencies in waitUntil	DATA-15 (Avoid)
17-collections-batch-01.md	Cap every runtime cache with expiration rules and separate cache names	DATA-15 (verify/17 corrected: eviction is least-recently-used by origin, not by size)
17-collections-batch-01.md	Request CORS for cross-origin assets you cache, and do not cache opaque responses cache-first	DATA-15 (Do: CORS mode; Avoid: opaque padding 0 to about 14 MiB)
17-collections-batch-01.md	Show cached data first, then replace it with network data without moving what the user is reading	DATA-19
17-collections-batch-01.md	Race cache and network only for small assets, and use Promise.any	dropped: small gain that spends data; static routing has its own race source (verify/17 corrected: a cache miss resolves undefined)
17-collections-batch-01.md	Precache a generic fallback and return it when both cache and network fail	dropped: offline failure UX, not speed
verify/17-collections-batch-01-group.verify.md	Missing but important 2. Remove no-op fetch handlers	DATA-15
verify/17-collections-batch-01-group.verify.md	Missing but important 5. Keep `updateViaCache` at its default	dropped: the default is already right; no code to write
verify/17-collections-batch-01-group.verify.md	Missing but important 7. Workbox precache already bypasses the HTTP cache	DATA-21 (no manual cache: reload needed with a revision manifest)
17-collections-batch-02.md	Give every runtime cache an explicit size and age limit	DATA-15
17-collections-batch-02.md	Choose `add`/`addAll` or `put` on purpose, and guard what `put` stores (opaque responses cost about 7 MB each)	DATA-15 (Avoid; verify/17 corrected: padding 0 to about 14 MiB, mean about 7 MiB, no minimum)
17-collections-batch-02.md	Match cache keys on purpose: query string, `Vary` and method all make a different key	dropped: Cache API detail (design §9.1, deep service-worker strategy)
17-collections-batch-02.md	Do not search Cache Storage by iterating `keys()`; keep an index in IndexedDB	dropped: Cache API detail (design §9.1, deep service-worker strategy)
17-collections-batch-02.md	Store numeric payloads as binary `Response` bodies and read them with `arrayBuffer()`	dropped: Cache API detail; binary payloads are DATA-03
17-collections-batch-02.md	Serve cached data with stale-while-revalidate and broadcast the refresh; send validators so the comparison works	DATA-15 (stale-while-revalidate for lists)
17-collections-batch-02.md	Register service-worker `message` listeners early, and call `startMessages()` when you use `addEventListener`	dropped: design §9.1 (deep service-worker strategy)
17-collections-batch-02.md	Pick the page and service-worker channel by fan-out: BroadcastChannel (all), `Client.postMessage` (selected), MessageChannel (one port)	DATA-09 (BroadcastChannel fan-out); channel choice -> js-scheduling-and-workers.md (TASK-12)
17-collections-batch-02.md	Tell the user about a new service worker; do not reload a working session on your own	dropped: update UX, not speed (verify/17 corrected the reload example)
17-collections-batch-02.md	Measure offline failures in the service worker, not with `online`/`offline` events	dropped: offline analytics (design §9.1)
17-collections-batch-02.md	Queue beacons offline and replay them; do not use `workbox-google-analytics`	dropped: offline analytics (design §9.1)
17-collections-batch-02.md	Use Workbox plugin callbacks for cross-cutting cache policy and timing, not copied handler code	dropped: Workbox plugins (design §9.1)
17-collections-batch-02.md	Use `RangeRequestsPlugin` when you serve cached audio or video	dropped: Range requests (design §9.1)
17-collections-batch-03.md	Enable navigation preload whenever a service worker has a fetch handler	DATA-15 (verify/17 corrected: only for network-bound navigations, medium impact)
17-collections-batch-03.md	Choose the worker type by the job: web workers for compute, the service worker for network proxy and caching	DATA-09 (Avoid: no feed socket in the service worker); worker types -> js-scheduling-and-workers.md (TASK-10)
17-collections-batch-03.md	Pick the channel by the conversation shape: MessageChannel for request/response, BroadcastChannel for cross-tab fan-out, Clients for SW-to-tab	DATA-09 (BroadcastChannel for cross-tab fan-out); channel choice -> js-scheduling-and-workers.md (TASK-12)
17-collections-batch-03.md	Gate speculative fetching on connection quality, with feature detection	DATA-18
17-collections-batch-03.md	Delegate prefetch fan-out and post-processing to the service worker with a fire-and-forget postMessage	dropped: design §9.1 (deep service-worker strategy)
17-collections-batch-03.md	Extend prefetched pages past the 5-minute window with a service worker runtime cache	dropped: design §9.1 (deep service-worker strategy)
verify/17-collections-batch-03-group.verify.md	Missing but important 6. Service Worker static routing is now cross-engine in two engines	DATA-15 (support row service-workers-static-routes)
verify/17-collections-batch-03-group.verify.md	Missing but important 10. Chrome ServiceWorkerAutoPreload	dropped: an optional browser mode, not a code lever
18-skills-survey-github.md	OpenAI — build-web-data-visualization / streaming: ring buffers, a degradation policy decided before building, the degraded state shown	DATA-05, DATA-11 (unchecked)
18-skills-survey-github.md	Rules to consider adding / 7. Write a degradation policy before building a streaming view, and show degraded state	DATA-11 (unchecked)
18-skills-survey-web.md	wondelai: high-perf-browser / push feed transport by direction, heartbeats, capped backoff, queue while disconnected	DATA-02 (unchecked)
18-skills-survey-web.md	Rules to consider adding / 5. Update realtime series incrementally	DATA-07 (unchecked)
18-skills-survey-web.md	Rules to consider adding / 19. Resilient live feeds	DATA-02 (unchecked)
06-js-event-loop-and-scheduling.md	Place each piece of work in the right slot of the frame: task, microtask, or rendering step	-> pipeline.md (§C, §D slot model); the choice table is §0 of this file
06-js-event-loop-and-scheduling.md	Know that microtasks run whenever the JS stack empties, not only at the end of a task	TASK-04 (Avoid: el.click() runs microtasks after all listeners)
06-js-event-loop-and-scheduling.md	Keep every task under 50 ms, and much shorter while something animates	TASK-01
06-js-event-loop-and-scheduling.md	Do not expect a frame between every small task; get visible progress through rAF	TASK-01
06-js-event-loop-and-scheduling.md	Never drive visual updates with setTimeout/setInterval; use rAF	TASK-09; the loop itself -> gpu-canvas-and-frames.md (CNV-02)
06-js-event-loop-and-scheduling.md	Account for the 4 ms nesting clamp when you yield with setTimeout	TASK-05 (verify/06 corrected: the Safari clamp details do not apply to the Chromium target; Chromium clamp facts in support part §C)
06-js-event-loop-and-scheduling.md	Do not rely on timers for correctness in background tabs	TASK-09 (verify/06 corrected: intensive throttling after 1 minute for loaded pages; WebSocket gives no exemption); state side -> js-lifecycle-and-memory.md (LIFE-06)
06-js-event-loop-and-scheduling.md	Replace recurring timers and polling with events, observers, or push	TASK-09
06-js-event-loop-and-scheduling.md	Use a MessageChannel task when you need a zero-delay macrotask without the clamp	TASK-05, TASK-03 (the nextTask() fallback)
06-js-event-loop-and-scheduling.md	Never "yield" with a promise or queueMicrotask	TASK-04
06-js-event-loop-and-scheduling.md	Use queueMicrotask only for consistent ordering and same-task batching	TASK-04
06-js-event-loop-and-scheduling.md	Keep awaits off per-item hot paths and ship native async/await	TASK-04; native async/await -> v8-hot-code.md (V8-11)
06-js-event-loop-and-scheduling.md	To run code after the next paint, use rAF then a task, not a double rAF	TASK-05 (the task half); the pattern also in CNV-03, EVT-01, EVT-13
06-js-event-loop-and-scheduling.md	Break up long tasks with scheduler.yield(), with a fallback	TASK-03 (verify/06 and verify/09: MessageChannel fallback, not setTimeout)
06-js-event-loop-and-scheduling.md	Yield on a time budget, not after every item	TASK-03, TASK-02
06-js-event-loop-and-scheduling.md	In input handlers, apply the visible feedback first, then yield; call preventDefault before any await	-> js-events-and-input.md (EVT-01)
06-js-event-loop-and-scheduling.md	Use scheduler.postTask priorities, TaskController, and abort signals for ordered background work	TASK-08 (the Safari polyfill advice dropped: Chromium target)
06-js-event-loop-and-scheduling.md	Use requestIdleCallback only for deferrable work, always with a timeout and a Safari fallback	TASK-07 (the Safari fallback dropped: Chromium target)
06-js-event-loop-and-scheduling.md	Do not use navigator.scheduling.isInputPending()	TASK-07
06-js-event-loop-and-scheduling.md	Pick the scheduling primitive by what must happen before it	TASK-03, TASK-05, TASK-08 (§0 table; verify/06 corrected: postTask background is lowest priority, not idle-gated)
06-js-event-loop-and-scheduling.md	Split script evaluation into several smaller tasks	TASK-06 (verify/01 run2-new: current Chromium runs each deferred and module script in its own task; verify/06 found no source, the commit wins); chunk size -> html-loading.md
06-js-event-loop-and-scheduling.md	Move long pure computation to a worker	TASK-10, TASK-02
06-js-event-loop-and-scheduling.md	Deprecated, not shipped, and myths (quick list)	TASK-04, TASK-05, TASK-07; entries for support.md §E and §F in the support part
07-js-web-apis.md	Move heavy non-DOM work into a long-lived module worker	TASK-10 (verify/07 corrected: only AudioContext and RTCPeerConnection named as window-only)
07-js-web-apis.md	Start workers once and reuse them; size pools from hardwareConcurrency	TASK-10
07-js-web-apis.md	Keep each postMessage payload small; send deltas, not whole state	TASK-11 (verify/07 note: a worker rAF queue grows while hidden, in Avoid)
07-js-web-apis.md	Transfer ArrayBuffers instead of copying them	TASK-11
07-js-web-apis.md	Use structuredClone for deep copies and send only plain data across threads	TASK-11
07-js-web-apis.md	Connect workers directly with MessageChannel, and transfer streams for continuous flows	TASK-12 (transferable streams left out)
07-js-web-apis.md	Use SharedArrayBuffer + Atomics only for hot shared-memory paths, gated on crossOriginIsolated	TASK-12
07-js-web-apis.md	Turn on cross-origin isolation deliberately (COOP + COEP, or Document-Isolation-Policy)	TASK-12 (Avoid; verify/07 corrected: 5 µs timer resolution is Chromium only, kept in the support part)
07-js-web-apis.md	Time code with performance.now(), not Date.now()	TASK-02 (verify/07 corrected: resolution per engine; Chromium values in the support part §C)
07-js-web-apis.md	Use WebAssembly for measured CPU-bound kernels, not by default	TASK-13 (verify/07 corrected: V8 deoptimizes Wasm now; Liftoff compiles lazily on the first call)
07-js-web-apis.md	Cross the JS↔Wasm boundary rarely and in bulk	TASK-13 (JS String Builtins left out)
07-js-web-apis.md	Load Wasm with instantiateStreaming and keep the module URL stable	TASK-14 (verify/07 corrected: the 128 kB cache rule is obsolete)
07-js-web-apis.md	Use Wasm SIMD freely; use Wasm threads only under isolation with a pre-started pool	TASK-14
07-js-web-apis.md	Yield inside long main-thread tasks (details in the event-loop notes)	TASK-03, TASK-08
07-js-web-apis.md	Deprecated APIs and myths (as of 2026-09)	TASK-10, TASK-11, TASK-13 (the worker, JSON and Wasm myths); the rest -> other files and support.md
09-v8-consolidated.md	Write async code with `async`/`await` on native promises; no promise polyfills, subclasses or custom thenables	-> v8-hot-code.md (V8-11); TASK-04 points to it
09-v8-consolidated.md	Write `return await p` in async functions when latency or ordering matters	dropped: handed to v8-hot-code.md, which dropped it (low impact; one microtask tick per call)
09-v8-consolidated.md	Start independent async work together and await it with `Promise.all`; use `Array.fromAsync` only for true async streams	TASK-16
09-v8-consolidated.md	Keep hot synchronous helpers synchronous; never `for await` over plain arrays	TASK-04
09-v8-consolidated.md	Break long script work into chunks and yield with `scheduler.yield()`, not with resolved promises	TASK-03 (verify/09 corrected: MessageChannel fallback)
09-v8-consolidated.md	Keep top-level `await` out of shared modules; await only in the entry module or behind an exported init function	TASK-17
09-v8-consolidated.md	Emit ESM output when any module uses top-level await	dropped: a build error that the bundler reports, not a runtime cost
09-v8-consolidated.md	Do not treat `DOMContentLoaded` or `load` as "app ready" when entry modules use top-level await; publish a ready signal	-> measure.md (ready signal before measuring)
09-v8-consolidated.md	In module workers, attach the message handler before the first top-level `await`	TASK-15
09-v8-consolidated.md	Never block or spin on the main thread; use `Atomics.waitAsync` or read shared state once per frame	TASK-12
09-v8-consolidated.md	Enable `SharedArrayBuffer` with cross-origin isolation, check `crossOriginIsolated`, and keep a transfer fallback	TASK-12 (verify/09 corrected: Document-Isolation-Policy also on Android)
09-v8-consolidated.md	Stream worker data through a single-producer, single-consumer ring buffer: Atomics on head and tail only, plain access for the payload	TASK-12 (Why and Avoid: one producer, one consumer, Atomics on head and tail)
09-v8-consolidated.md	If you need a lock, build a three-state futex on an `Int32Array`: `compareExchange`, a short `Atomics.pause()` spin in workers, then wait, retry and notify one	dropped: rare in app code; messages or the ring buffer of TASK-12 cover the need
09-v8-consolidated.md	Give `Atomics.wait` a timeout in any worker that must also handle messages	dropped: worker-internal detail; TASK-12 keeps shared-memory use small
09-v8-consolidated.md	Load `.wasm` with `WebAssembly.instantiateStreaming` on a `fetch()` response	TASK-14; the library loader detail -> scichart.md (SC-36)
09-v8-consolidated.md	Serve `.wasm` with exactly `Content-Type: application/wasm` and a 2xx or 304 status	TASK-14
09-v8-consolidated.md	Keep the `.wasm` URL and bytes stable between visits; version by content hash, never by a per-load query string	TASK-14 (verify/09 corrected: weekly security updates also drop the cache)
09-v8-consolidated.md	Expect the Wasm code cache to hold only hot, optimized code, and measure warm starts after a real session	TASK-14 (Why)
09-v8-consolidated.md	Compile and warm Wasm off the critical path: pre-compile in a worker or service worker, and exercise first-interaction code while idle	TASK-14
09-v8-consolidated.md	Put hot Wasm loops in functions that are called many times, not in one long call	TASK-19
09-v8-consolidated.md	Keep Wasm binaries small and run Binaryen `wasm-opt` on every release build	dropped: a C/C++/Rust toolchain setting, not app code that the skill writes
09-v8-consolidated.md	Leave CPU headroom for background TurboFan compiles when you size worker pools	TASK-10 (pool of hardwareConcurrency - 1)
09-v8-consolidated.md	Measure Wasm at steady state with `v8.wasm` trace events, and never benchmark Wasm with DevTools open	-> measure.md (§10); verify/09 corrected: no wasm.TopTierFinished event
09-v8-consolidated.md	Compile compute-heavy Wasm with SIMD (`-msimd128`, Rust `+simd128`) and ship one SIMD build for Baseline targets	TASK-14
09-v8-consolidated.md	Hand-write SIMD intrinsics for the hottest kernels, and avoid SIMD operations that are slow on x86	dropped: C/C++/Rust kernel tuning, outside web app code
09-v8-consolidated.md	Use relaxed SIMD only for visual output that may differ between machines, behind feature detection	TASK-14 (Avoid)
09-v8-consolidated.md	Keep hot indirect calls monomorphic and hot callees small so V8 can inline them	dropped: C/C++/Rust source tuning, outside web app code
09-v8-consolidated.md	Fill function tables once and keep hot Wasm-to-Wasm calls inside one module instance	dropped: C/C++/Rust source tuning, outside web app code
09-v8-consolidated.md	Give Wasm exports that hot JS calls numeric signatures, call them from stable sites, and batch work per call	TASK-13
09-v8-consolidated.md	Pass Wasm `i64` values as BigInt; never hand-split them into two `i32` halves	dropped: the toolchain default already does it; TASK-13 keeps i64 out of hot signatures
09-v8-consolidated.md	Treat Wasm pointers as unsigned 32-bit values in JS glue: `>>>`, never `>>`	TASK-13 (Detect and Example)
09-v8-consolidated.md	Start Wasm memory small, grow it on demand up to a set maximum, and handle allocation failure	TASK-20
09-v8-consolidated.md	Re-create typed-array views over Wasm memory after any call that can grow it	TASK-13
09-v8-consolidated.md	Stay on wasm32 unless one tab must hold more than 4 GiB; treat Memory64 as an opt-in with costs	TASK-14 (Avoid)
09-v8-consolidated.md	Use JSPI, not Asyncify, when synchronous Wasm code must await promise-based web APIs; wrap only what needs it	dropped: toolchain choice for ported native code; JSPI status kept in the support part
09-v8-consolidated.md	Treat Wasm linear memory as a heap that never shrinks: reuse long-lived buffers and avoid transient peaks	TASK-20
09-v8-consolidated.md	Release every JS-to-Wasm-object link explicitly (`delete()`), because the GC cannot see through linear memory	TASK-13 (Do), LIFE-01
09-v8-consolidated.md	Measure Wasm memory with Wasm-side counters, because heap snapshots show linear memory as one opaque buffer	-> measure.md (#mem)
09-v8-consolidated.md	For code written in garbage-collected languages, prefer WasmGC builds over shipping a runtime and GC in linear memory	dropped: toolchain choice, outside web app code
